artist_name,track_name,release_date,lyrics,genre,predicted_genre
brenda lee,back in your own back yard,1959,east come start think blue wait backyard castle spain window pane backyard east someday come weary heart start happiness lie right eye backyard feather blue wait backyard castle spain window pane backyard east happiness lie right eye backyard,pop,jazz
brenda lee,break it to me gently,1963,break gently easy feel break gently tear tear fall fast slowly till share long away gradually ohbreak break gently time little time ease pain little longer cause cause,pop,blues
brenda lee,heading home,1960,walk walk rain walk head home walk meadows walk plain walk head home walk darkness believe walk plain walk morning believe come walk elbow walk knees walk cause head home walk darkness believe walk plain walk morning believe come walk elbow walk knees walk cause head home,pop,country
brenda lee,jingle bell rock,1964,jingle jingle jingle jingle bell swing jingle bell ring snow blow bushel jingle begin jingle jingle jingle jingle bell chime jingle time dance prance jingle square frosty bright time right time night away jingle time swell time glide onehorse sleigh giddy jingle horse pick feet jingle clock mingle jingle beat jingle bright time right time night away jingle time swell time glide onehorse sleigh giddy jingle horse pick feet jingle clock mingle jingle beat jingle jingle jingle,pop,country
brenda lee,only you (and you alone),1962,world right darkness bright thrill like heart change true destiny hold hand understand magic dream come true change,pop,country
brenda lee,the grass is greener,1964,world throw away think grass greener wander leave arm true think grass greener blue hold hand leave hurt stand break heart walk near grass greener know grass greener,pop,blues
brian eno,lay my love,1990,crow desperation need fact validation span relentless variation scramble dust fail nation conceal stir wait time termite temptation multiply population wheel turn permutation live interpretation scramble name combinations penetrate wall explanation burn yearn,pop,country
brian hyland,sealed with a kiss,1993,gotta goodbye summer darling promise send letter seal kiss gonna cold lonely summer emptiness send dream letter seal kiss sunlight hear voice tenderly hold darling want goodbye summer know miss pledge meet september seal kiss gonna cold lonely summer emptiness send letter seal kiss seal kiss seal kiss,pop,pop
bronski beat,i feel love,1984,good good good feel feel feel feel feel feel yeah fell fell fell fell fell remember remember feel come,pop,pop
bryan adams,it's only love,1984,feelin end pretendin worry world shatter nothin matter yeah heart break hard word speak easy life livin ready remember live aggravation gotta wanna gotta wanna lookin desperation yeah yeah baby baby babe world shatter nothin matter life livin ready remember easy baby,pop,pop
bryan adams,long gone,1984,telephone ringin ringin wall vegas lawyer long distance say house clothe yeah go long long long long go long long long long go operator manhattan baby line sooner later gotta realize feelin real maybe leadin yeah go long long long long go long long long long go take frigidaire favourite chair best like legal crime matter time rest yeah yeah go long long long long go yeah long long long long go little peace mind yeah,pop,blues
bryan adams,this time,1983,think time fantasy image burnin mind callin imagination runnin wild yeah things get clearer time right gonna away time easy gonna think word turn slowly walk away turn radio somethin want know yeah time right gonna away time easy gonna yeah gonna time hard cause away wait long time feelin right darlin nights yeah gonna know time right gonna away time easy gonna time right gonna away time easy gonna yeah gonna yeah time,pop,country
bryan ferry,casanova,1976,ferry hero time love linger finger point loser island complete monumental precious fool innovator mind blood watch simmer court despair glimmer second hand glove second rate flirt heroin cocaine casanova live know place tonight,pop,pop
buddy holly,because i love you,1963,know hurt believe tell life darling dearest want nearest think life life darling dearest want nearest think life life,pop,country
buddy holly,heartbeat,1974,heartbeat miss baby kiss heartbeat kiss stay memory piddle know thrill know true heartbeat miss baby kiss heartbeat baby lips meet heartbeat flip beat sign piddle sing stories bring glory,pop,jazz
buddy holly,little baby,1958,little baby baby heart look wohwoh little baby baby little baby go eye leave sigh maybe baby bunch,pop,blues
buddy holly,slippin' and slidin',1963,slip asliding peep ahiding tell long time agohohoohwoh slip asliding peep ahiding tell long time agohohohohohoho tell baby bold fool conniver jive jive conniver jive jive slip asliding peep ahiding fool solid sender know better surrender solid sender know better surrender slip slide peep hide fool,pop,blues
buddy holly,words of love,1958,hold close tell feel tell real word whisper soft true darling hear word want hear darling near word whisper soft true darling,pop,blues
busta rhymes,ill vibe (feat. q-tip),1996,rhyme create life like bird be funkmaster flex feel flow shit drawers change dungarees smoke tree get cottonmouth wild munchies bounce block food constipate extra cheese cool siamese twin overseas lebanese lesbians friends orleans fifth friend straight blackportuguese pretty palmolivesoaped skin aloe leave look like type chick fantasy type chick kill knees time chill miss portuguese believe bitch try steal fuck house key crazy broad master degrees face camera motherfucker cheese better friends quick start squeeze get catch freaky golddigger jamborees catch vibe word vibe word cause place know shit absurd word word word weight shoulder form beat nothin sweet street good deeds compete come complete unique stance enhance play world circumstance good hood positive comply screw face progress fall hold hand black wind scratch best foot forward play life cause world bind like doubleedged knife regulate cause organize logically think enterprise brothers ghetto gift peace coast east need mention crew things like fofo shoot blaow promote gun turn cheek world live kindness view weak stay point lizards snake come friends come jakes decipher frauds build ground friends live right time end amalgamate end true busta know mind bend perform reverse order,pop,jazz
